编码1,编码2,相似度
优绩主义内化,同伴学习行为引发的焦虑,0.5251
优绩主义内化,成功焦虑驱动的自我监控,0.5898
优绩主义内化,生存压力加剧,0.5242
优绩主义内化,休闲活动的时间消耗感,0.5755
优绩主义内化,填鸭式教育经历,0.6159
优绩主义内化,效率至上价值观,0.6524
优绩主义内化,自我提升的迫切需求,0.6434
优绩主义内化,同伴行为带来的隐性压力,0.5749
优绩主义内化,成就导向驱动的自我要求,0.6819
优绩主义内化,内卷环境下的行为惯性,0.6512
优绩主义内化,工作压力引发的休息冲突,0.5571
优绩主义内化,卷躺两难困境,0.4959
优绩主义内化,能力与期望不匹配,0.6364
优绩主义内化,自我行为不一致引发的内疚,0.6380
优绩主义内化,竞争环境下的休息污名化,0.6228
优绩主义内化,功利主义价值观影响,0.6892
优绩主义内化,同辈行为参照引发的自我审视,0.6224
优绩主义内化,成绩导向的社会评价,0.7349
优绩主义内化,早期高压教育灌输,0.6511
优绩主义内化,对成绩与生活的焦虑,0.5975
优绩主义内化,遵从努力型社会规范的压力,0.6440
优绩主义内化,目标模糊引发的自我苛责,0.5927
优绩主义内化,优绩主义文化压力,0.8444
优绩主义内化,亲密关系中的能力落差感,0.5496
优绩主义内化,未来方向不确定性,0.6080
优绩主义内化,情绪调节困难,0.5280
优绩主义内化,社会对高效产出的推崇,0.7430
优绩主义内化,忙碌即价值的社会观念,0.6399
优绩主义内化,害怕落后的焦虑,0.5303
优绩主义内化,对休息即浪费时间的自我苛责,0.6362
优绩主义内化,勤奋崇拜文化,0.6903
优绩主义内化,同辈努力感知压力,0.5850
优绩主义内化,就业竞争压力,0.6037
优绩主义内化,应试教育导向下的时间紧迫感,0.5919
优绩主义内化,高竞争环境下的不敢松懈心理,0.6220
优绩主义内化,表面努力的压力,0.5872
竞争性环境压力,自我价值绑定于生产力,0.5679
竞争性环境压力,社会内卷压力,0.7736
竞争性环境压力,对落后的恐惧,0.6198
竞争性环境压力,自我归因为懒惰,0.5746
竞争性环境压力,自我效能感低下,0.6048
竞争性环境压力,未来不确定性焦虑,0.6103
竞争性环境压力,拖延引发的休息负罪感,0.6170
竞争性环境压力,同辈学业比较,0.7533
竞争性环境压力,恐惧落后于他人,0.5949
竞争性环境压力,努力至上价值观的内化,0.6219
竞争性环境压力,未完成任务引发的焦虑,0.5825
竞争性环境压力,虚拟空间中的持续绩效监控,0.5505
竞争性环境压力,休息与懒惰的道德绑定,0.5854
竞争性环境压力,对他人努力的想象性监控,0.6847
竞争性环境压力,家庭价值导向强调产出,0.4820
竞争性环境压力,高强度学业竞争环境,0.8642
竞争性环境压力,外部成就期待压力,0.7277
竞争性环境压力,习惯性忙碌内化,0.6365
竞争性环境压力,学历身份压力,0.6468
竞争性环境压力,内卷环境感知,0.7184
竞争性环境压力,社会对持续奋斗的推崇,0.6638
竞争性环境压力,学术评价体系的压力,0.7314
竞争性环境压力,家庭对成就的高期待,0.5282
竞争性环境压力,内在成就动机过强,0.6612
竞争性环境压力,高强度工作任务压力,0.7546
竞争性环境压力,社会规训内化,0.6709
竞争性环境压力,休息被建构为退出竞争的象征,0.7117
竞争性环境压力,时间利用的道德化认知,0.4995
竞争性环境压力,休息与时间损失的灾难化联想,0.6374
竞争性环境压力,任务拖延引发的负罪感,0.5270
竞争性环境压力,时间浪费恐惧,0.5827
竞争性环境压力,完美主义倾向,0.6319
竞争性环境压力,长期行为驯化,0.5737
竞争性环境压力,休息价值感缺失,0.6648
竞争性环境压力,心理健康困扰,0.6084
竞争性环境压力,就业压力驱动的自我要求,0.7215
竞争性环境压力,努力回报信念,0.5760
竞争性环境压力,好孩子规训内化,0.4002
竞争性环境压力,外部认同依赖,0.6304
竞争性环境压力,决策冲突倾向,0.6542
竞争性环境压力,反刍性自我审视,0.5339
竞争性环境压力,早期教育塑造的休息观念,0.6348
竞争性环境压力,高强度学业压力下的自我要求,0.7437
竞争性环境压力,碎片化工作模式内化,0.5507
竞争性环境压力,家庭经济压力引发的成就焦虑,0.6778
竞争性环境压力,休息等同于生命浪费,0.6311
竞争性环境压力,时间管理失衡感,0.6038
竞争性环境压力,对成果质量的高要求与休闲时间的冲突,0.6473
竞争性环境压力,被超越的恐惧,0.5442
竞争性环境压力,休息引发的焦虑与恐惧,0.6519
竞争性环境压力,早期努力至上教育灌输,0.5505
竞争性环境压力,努力不足归因倾向,0.5994
竞争性环境压力,任务未完成时的休息负罪感,0.6211
竞争性环境压力,集体专注氛围下的休息不适,0.7225
竞争性环境压力,自控力与行动力的冲突,0.6076
竞争性环境压力,自我期望与能力落差,0.7112
竞争性环境压力,理想自我与现实自我的冲突,0.6284
竞争性环境压力,竞争性学习内化,0.6936
竞争性环境压力,目标缺失下的时间空洞感,0.4924
竞争性环境压力,同辈卷度焦虑,0.6359
竞争性环境压力,教育灌输的时间观,0.4694
竞争性环境压力,非自愿的社会比较倾向,0.6389
竞争性环境压力,制度化时间管理剥夺自主节奏体验,0.5042
竞争性环境压力,心理困扰驱动的回避性忙碌,0.6312
竞争性环境压力,竞争导向的评价体系,0.6184
竞争性环境压力,自我规训的思维模式,0.5766
竞争性环境压力,多重压力叠加,0.7296
竞争性环境压力,家长期望压力,0.6561
竞争性环境压力,教师权威驱动,0.5092
竞争性环境压力,自我意志薄弱,0.5951
竞争性环境压力,担忧学业落后,0.6314
竞争性环境压力,恐惧休息行为本身,0.6027
竞争性环境压力,感知他人隐性竞争,0.7212
竞争性环境压力,担忧被群体远远抛下,0.6272
竞争性环境压力,生产力至上价值观,0.5694
竞争性环境压力,自我提升义务感,0.5725
竞争性环境压力,就业市场竞争激烈,0.6876
竞争性环境压力,学历价值下降,0.6486
竞争性环境压力,同辈群体的竞争氛围,0.8706
竞争性环境压力,同辈竞争性参照,0.7841
竞争性环境压力,生活节奏过快,0.6589
竞争性环境压力,长期高压习惯化,0.6608
竞争性环境压力,自我成就压力,0.7202
竞争性环境压力,心理健康价值被忽视,0.5898
竞争性环境压力,目标与能力失衡引发的时间侵占,0.5534
竞争性环境压力,同侪努力引发的休息不适,0.7620
竞争性环境压力,重要他人期望压力,0.6777
竞争性环境压力,同辈努力参照,0.6285
竞争性环境压力,社会焦虑氛围渗透,0.6644
竞争性环境压力,机构文化强调自律与进取,0.5087
竞争性环境压力,教育中缺乏对休闲正当性的认可,0.5667
竞争性环境压力,早期愧疚导向的教养方式,0.5363
竞争性环境压力,对他人负面评价的恐惧,0.6446
竞争性环境压力,内耗型思维模式,0.6252
竞争性环境压力,资本主义社会对人的异化,0.4617
竞争性环境压力,价值条件化的教育影响,0.6188
竞争性环境压力,社会内卷与经济不安全感,0.6363
竞争性环境压力,自我成长期待冲突,0.6052
竞争性环境压力,家庭优先学习理念灌输,0.5455
竞争性环境压力,学校内卷化学习氛围,0.6732
竞争性环境压力,早期习惯内化,0.5799
竞争性环境压力,高压环境下的自动化思维,0.6471
竞争性环境压力,社会结构驱动的内卷压力,0.6999
竞争性环境压力,焦虑敏感的个体特质,0.6056
竞争性环境压力,应试教育塑造的行为惯性,0.5711
竞争性环境压力,过度关注他人状态,0.5718
竞争性环境压力,自我敏感性过高,0.5314
竞争性环境压力,未来目标模糊,0.5050
竞争性环境压力,奋斗价值观的文化传承,0.6106
竞争性环境压力,群体压力氛围,0.7394
竞争性环境压力,社会生活节奏压迫感,0.7256
竞争性环境压力,升学目标驱动压力,0.6951
竞争性环境压力,理想自我与现实行为的落差,0.5573
竞争性环境压力,自动化负面思维模式,0.5736
竞争性环境压力,社会攀比压力,0.8072
竞争性环境压力,弥漫性焦虑氛围,0.5603
竞争性环境压力,亲密关系中的价值评判,0.5945
竞争性环境压力,家庭权威的期望压力,0.5977
竞争性环境压力,教育者传递的绩效焦虑,0.5031
竞争性环境压力,高压教养模式,0.5144
竞争性环境压力,成就导向型人格特质,0.5882
竞争性环境压力,目标紧迫性感知,0.6296
竞争性环境压力,计划秩序破坏敏感,0.5293
竞争性环境压力,效率至上信念,0.5775
竞争性环境压力,竞争压力下的自我不足感,0.8114
竞争性环境压力,外部比较压力,0.8141
竞争性环境压力,职场与校园文化规训,0.6254
竞争性环境压力,技术加速带来的紧迫感,0.6135
竞争性环境压力,生存与生活压力的内化,0.6971
竞争性环境压力,他人评价的过度关注,0.6343
竞争性环境压力,幸福观的绩效化倾向,0.5517
竞争性环境压力,多源压力驱动的应然自我期待,0.7032
竞争性环境压力,自我设定目标未达成引发的内疚,0.5207
竞争性环境压力,代际劳动榜样内化,0.5505
竞争性环境压力,个人要强性格,0.5582
竞争性环境压力,时间经济化观念,0.5841
竞争性环境压力,勤劳美德内化,0.6109
竞争性环境压力,制度性过劳常态化,0.6028
竞争性环境压力,社会成功话语对休息的污名化,0.6183
竞争性环境压力,教育环境强调持续学习,0.5512
竞争性环境压力,高压环境下的休息无效感,0.7388
竞争性环境压力,广泛性焦虑倾向,0.5091
竞争性环境压力,内卷环境引发的竞争压力,0.7663
竞争性环境压力,前途不确定性忧虑,0.6191
竞争性环境压力,资源稀缺引发的生存焦虑,0.7036
竞争性环境压力,感知他人努力压力,0.8050
竞争性环境压力,不切实际的任务目标,0.5785
竞争性环境压力,对未来后果的灾难化预期,0.5151
竞争性环境压力,任务完成不确定性,0.6692
竞争性环境压力,权威人物的价值观内化,0.5742
竞争性环境压力,努力与疲惫的内在冲突,0.6936
竞争性环境压力,未来不确定性驱动的过度准备,0.5218
竞争性环境压力,应试教育内化的竞争焦虑,0.6718
竞争性环境压力,就业压力驱动的群体比较,0.7442
竞争性环境压力,经济独立紧迫感,0.6754
竞争性环境压力,教育灌输的效率至上观念,0.5310
竞争性环境压力,现实压力驱动的自我规训,0.7075
竞争性环境压力,自我定位模糊,0.5556
竞争性环境压力,就业导向的教育压力,0.6381
竞争性环境压力,被动卷入竞争环境,0.6901
竞争性环境压力,同伴成就引发的自我贬抑,0.6795
竞争性环境压力,未完成重要事务的自我责备,0.5779
竞争性环境压力,竞争性评价体系压力,0.7421
竞争性环境压力,同伴内卷氛围引发的归因偏差,0.6392
竞争性环境压力,思维反刍倾向,0.5844
竞争性环境压力,内在价值冲突,0.6617
竞争性环境压力,同伴学习行为引发的焦虑,0.5881
竞争性环境压力,成功焦虑驱动的自我监控,0.6320
竞争性环境压力,生存压力加剧,0.7418
竞争性环境压力,休闲活动的时间消耗感,0.6272
竞争性环境压力,填鸭式教育经历,0.5217
竞争性环境压力,效率至上价值观,0.5456
竞争性环境压力,自我提升的迫切需求,0.5951
竞争性环境压力,同伴行为带来的隐性压力,0.7742
竞争性环境压力,成就导向驱动的自我要求,0.6286
竞争性环境压力,内卷环境下的行为惯性,0.6783
竞争性环境压力,工作压力引发的休息冲突,0.8035
竞争性环境压力,卷躺两难困境,0.5563
竞争性环境压力,能力与期望不匹配,0.6514
竞争性环境压力,自我行为不一致引发的内疚,0.5736
竞争性环境压力,竞争环境下的休息污名化,0.7856
竞争性环境压力,功利主义价值观影响,0.6315
竞争性环境压力,同辈行为参照引发的自我审视,0.6098
竞争性环境压力,成绩导向的社会评价,0.6784
竞争性环境压力,早期高压教育灌输,0.6268
竞争性环境压力,对成绩与生活的焦虑,0.6374
竞争性环境压力,遵从努力型社会规范的压力,0.7456
竞争性环境压力,目标模糊引发的自我苛责,0.5412
竞争性环境压力,优绩主义文化压力,0.7545
竞争性环境压力,亲密关系中的能力落差感,0.6100
竞争性环境压力,未来方向不确定性,0.6299
竞争性环境压力,情绪调节困难,0.5354
竞争性环境压力,社会对高效产出的推崇,0.6264
竞争性环境压力,忙碌即价值的社会观念,0.6381
竞争性环境压力,害怕落后的焦虑,0.6279
竞争性环境压力,对休息即浪费时间的自我苛责,0.6419
竞争性环境压力,勤奋崇拜文化,0.6228
